name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
China Petrochemical Development Corporation ,1314.TW,Taiwan,Commodity Chemicals,1103,694,3785
LOTTE Fine Chemical Co. Ltd. ,004000.KO,South Korea,Diversified Chemicals,1100,1580,26
Trusco Nakayama Corporation ,9830.TSE,Japan,Trading Companies and Distributors,1091,1779,66
Sanyo Special Steel Co. Ltd. ,5481.TSE,Japan,Steel,1090,2695,55
KEPCO Plant Service & Engineering Co.Ltd. ,051600.KO,South Korea,Diversified Support Services,1089,1140,45
Appier Group Inc. ,4180.TSE,Japan,Application Software,1085,156,102
Tadano Ltd. ,6395.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,1082,1944,127
NIPPON REIT Investment Corporation ,3296.TSE,Japan,Diversified REITs,1078,120,1
Cosmax Inc. ,192820.KO,South Korea,Personal Care Products,1078,1275,11
Orient Semiconductor Electronics Limited ,2329.TW,Taiwan,Semiconductors,1077,470,826
ARIAKE JAPAN Co. Ltd. ,2815.TSE,Japan,Packaged Foods and Meats,1073,388,32
Aeon Delight Co. Ltd. ,9787.TSE,Japan,Environmental and Facilities Services,1072,2227,49
Open Up Group Inc. ,2154.TSE,Japan,Human Resource and Employment Services,1070,1118,87
Brighton-Best International (Taiwan) Inc. ,8415.TWO,Taiwan,Trading Companies and Distributors,1070,840,1023
Makino Milling Machine Co. Ltd. ,6135.TSE,Japan,Industrial Machinery and Supplies and Components,1062,1628,24
Kureha Corporation ,4023.TSE,Japan,Commodity Chemicals,1060,1285,19
SENKO Group Holdings Co. Ltd. ,9069.TSE,Japan,Air Freight and Logistics,1058,4975,150
Fukuyama Transporting Co. Ltd. ,9075.TSE,Japan,Cargo Ground Transportation,1054,2019,41
Simplex Holdings Inc. ,4373.TSE,Japan,IT Consulting and Other Services,1050,251,58
Fitipower Integrated Technology Inc. ,4961.TW,Taiwan,Semiconductors,1041,533,121
Kissei Pharmaceutical Co. Ltd. ,4547.TSE,Japan,Pharmaceuticals,1040,488,46
Eternal Materials Co. Ltd. ,1717.TW,Taiwan,Commodity Chemicals,1037,1408,1178
PARADISE Co. Ltd. ,034230.KQ,South Korea,Casinos and Gaming,1037,645,86
Hugel Inc. ,145020.KQ,South Korea,Biotechnology,1035,229,11
Sitronix Technology Corporation ,8016.TW,Taiwan,Semiconductors,1034,510,120
NTN Corporation ,6472.TSE,Japan,Industrial Machinery and Supplies and Components,1031,5548,531
HannStar Display Corporation ,6116.TW,Taiwan,Electronic Components,1030,439,2859
ITEQ Corporation ,6213.TW,Taiwan,Electronic Components,1028,799,363
Round One Corporation ,4680.TSE,Japan,Leisure Facilities,1028,1017,269
Alexander Marine Co. Ltd. ,8478.TW,Taiwan,Leisure Products,1027,182,88
SD Biosensor Inc ,137310.KO,South Korea,Health Care Supplies,1027,830,122
ENNOSTAR Inc. ,3714.TW,Taiwan,Semiconductors,1025,742,752
Ain Holdings Inc. ,9627.TSE,Japan,Drug Retail,1023,2617,35
The San-in Godo BankLtd. ,8381.TSE,Japan,Regional Banks,1019,689,153
JSL Construction & Development Co. Ltd. ,2540.TW,Taiwan,Real Estate Development,1017,196,392
Ennoconn Corporation ,6414.TW,Taiwan,Technology Hardware Storage and Peripherals,1014,3771,124
Shiny Chemical Industrial Co. Ltd. ,1773.TW,Taiwan,Specialty Chemicals,1013,323,250
People & Technology Inc. ,137400.KQ,South Korea,Industrial Machinery and Supplies and Components,1011,327,22
Ichigo Inc. ,2337.TSE,Japan,Real Estate Operating Companies,1011,441,453
Okasan Securities Group Inc. ,8609.TSE,Japan,Investment Banking and Brokerage,1010,486,205
The Monogatari Corporation ,3097.TSE,Japan,Restaurants,1009,638,36
Taikisha Ltd. ,1979.TSE,Japan,Construction and Engineering,1009,1602,33
ARCS Company Limited ,9948.TSE,Japan,Food Retail,1006,4086,55
Chung Hung Steel Corporation ,2014.TW,Taiwan,Steel,1005,1133,1436
Mitsubishi Logisnext Co. Ltd. ,7105.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,1005,4470,107
YUNSUNG F&C Co.Ltd ,372170.KQ,South Korea,Industrial Machinery and Supplies and Components,1005,170,8
Komeri Co.Ltd. ,8218.TSE,Japan,Home Improvement Retail,1004,2600,48
Sercomm Corporation ,5388.TW,Taiwan,Communications Equipment,999,2182,262
AcBel Polytech Inc. ,6282.TW,Taiwan,Electrical Components and Equipment,996,726,734
Nishimatsu Construction Co. Ltd. ,1820.TSE,Japan,Construction and Engineering,995,2450,40
Primax Electronics Ltd. ,4915.TW,Taiwan,Electronic Manufacturing Services,995,2304,463
LX Semicon Co. Ltd. ,108320.KO,South Korea,Semiconductors,995,1451,16
Topco Scientific Co.Ltd. ,5434.TW,Taiwan,Semiconductor Materials and Equipment,993,1659,189
SK Gas Co. Ltd. ,018670.KO,South Korea,Oil and Gas Storage and Transportation,993,5646,9
Cosmo Chemical Co. Ltd. ,005420.KO,South Korea,Commodity Chemicals,992,650,35
SAN-A CO.LTD. ,2659.TSE,Japan,Food Retail,992,1560,31
SungEel HiTech Co. Ltd. ,365340.KQ,South Korea,Environmental and Facilities Services,991,220,12
Xintec Inc. ,3374.TWO,Taiwan,Semiconductors,990,213,271
EDION Corporation ,2730.TSE,Japan,Computer and Electronics Retail,987,4957,98
Cheng Loong Corporation ,1904.TW,Taiwan,Paper and Plastic Packaging Products and Materials,986,1337,1108
Nankang Rubber Tire Corp.Ltd. ,2101.TW,Taiwan,Tires and Rubber,985,228,834
Capital Securities Corporation ,6005.TW,Taiwan,Investment Banking and Brokerage,984,294,2171
Monex Group Inc. ,8698.TSE,Japan,Investment Banking and Brokerage,984,546,256
DGB Financial Group Co. Ltd. ,139130.KO,South Korea,Regional Banks,982,2571,169
HD Hyundai Construction Equipment Co.Ltd. ,267270.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,981,2854,18
ARE Holdings Inc. ,5857.TSE,Japan,Precious Metals and Minerals,980,2070,77
H.U. Group Holdings Inc. ,4544.TSE,Japan,Health Care Services,979,1744,57
Greatek Electronics Inc. ,2441.TW,Taiwan,Semiconductors,979,420,569
Kolon Industries Inc. ,120110.KO,South Korea,Commodity Chemicals,978,4007,30
HannStar Board Corporation ,5469.TW,Taiwan,Electronic Components,975,1444,528
Doosan Fuel Cell Co. Ltd. ,336260.KO,South Korea,Electrical Components and Equipment,974,217,66
Starts Corporation Inc. ,8850.TSE,Japan,Diversified Real Estate Activities,974,1650,50
Menicon Co. Ltd. ,7780.TSE,Japan,Health Care Supplies,971,773,76
ISC Co. Ltd. ,095340.KQ,South Korea,Semiconductor Materials and Equipment,969,125,17
Hitachi Zosen Corporation ,7004.TSE,Japan,Industrial Machinery and Supplies and Components,969,3450,169
Elecom Co. Ltd. ,6750.TSE,Japan,Technology Hardware Storage and Peripherals,969,718,84
Supreme Electronics Co. Ltd. ,8112.TW,Taiwan,Technology Distributors,968,4358,566
Transcend Information Inc. ,2451.TW,Taiwan,Technology Hardware Storage and Peripherals,967,345,429
Tong Hsing Electronic Industries Ltd. ,6271.TW,Taiwan,Electronic Components,967,409,209
HITEJINRO Co. Ltd. ,000080.KO,South Korea,Distillers and Vintners,966,1907,70
North Pacific BankLtd. ,8524.TSE,Japan,Regional Banks,964,827,385
Chunbo Co. Ltd. ,278280.KQ,South Korea,Specialty Chemicals,959,200,10
Belc CO. LTD. ,9974.TSE,Japan,Food Retail,959,2288,21
Heiwa Real Estate Co. Ltd. ,8803.TSE,Japan,Diversified Real Estate Activities,959,292,36
Taiyo Holdings Co. Ltd. ,4626.TSE,Japan,Specialty Chemicals,958,660,56
Daewoong pharmaceutical Co.Ltd ,069620.KO,South Korea,Pharmaceuticals,958,1012,12
Chang Wah Technology Co. Ltd. ,6548.TWO,Taiwan,Semiconductor Materials and Equipment,956,412,927
Shochiku Co. Ltd. ,9601.TSE,Japan,Movies and Entertainment,956,592,14
Tsubakimoto Chain Co. ,6371.TSE,Japan,Industrial Machinery and Supplies and Components,956,1768,37
Nitto Kogyo Corporation ,6651.TSE,Japan,Electrical Components and Equipment,955,1041,38
Anritsu Corporation ,6754.TSE,Japan,Electronic Equipment and Instruments,953,743,132
PharmaResearch Co. Ltd. ,214450.KQ,South Korea,Biotechnology,952,169,10
Riken Keiki Co. Ltd. ,7734.TSE,Japan,Electronic Equipment and Instruments,951,316,23
The Hyakugo Bank Ltd. ,8368.TSE,Japan,Regional Banks,951,670,254
Tokyo Kiraboshi Financial Group Inc. ,7173.TSE,Japan,Regional Banks,951,843,30
YONEX Co. Ltd. ,7906.TSE,Japan,Leisure Products,948,770,87
Towa Pharmaceutical Co. Ltd. ,4553.TSE,Japan,Pharmaceuticals,946,1508,49
Evergreen International Storage & Transport Corporation ,2607.TW,Taiwan,Marine Ports and Services,946,544,1067
JUSUNG ENGINEERING Co.Ltd. ,036930.KQ,South Korea,Semiconductor Materials and Equipment,946,237,48
Juroku Financial GroupInc. ,7380.TSE,Japan,Regional Banks,943,751,36
GungHo Online Entertainment Inc. ,3765.TSE,Japan,Interactive Home Entertainment,943,875,60
Taiwan Hon Chuan Enterprise Co. Ltd. ,9939.TW,Taiwan,Metal Glass and Plastic Containers,943,828,288
TCC Steel Corp. ,002710.KO,South Korea,Steel,940,519,26
Taiwan Cogeneration Corporation ,8926.TW,Taiwan,Independent Power Producers and Energy Traders,938,172,730
DTS Corporation ,9682.TSE,Japan,IT Consulting and Other Services,938,748,43
Hokkaido Electric Power Company Incorporated ,9509.TSE,Japan,Electric Utilities,935,6506,205
The Nisshin OilliO GroupLtd. ,2602.TSE,Japan,Packaged Foods and Meats,933,3784,32
Coretronic Corporation ,5371.TWO,Taiwan,Electronic Equipment and Instruments,933,1389,391
TXC Corporation ,3042.TW,Taiwan,Electronic Components,931,358,310
Yieh Phui Enterprise Co. Ltd. ,2023.TW,Taiwan,Steel,931,2359,1966
Center Laboratories Inc. ,4123.TWO,Taiwan,Pharmaceuticals,931,34,654
United Super Markets Holdings Inc. ,3222.TSE,Japan,Food Retail,927,5084,128
Ottogi Corporation ,007310.KO,South Korea,Packaged Foods and Meats,927,2553,3
Milbon Co. Ltd. ,4919.TSE,Japan,Personal Care Products,924,321,33
DL E&C Co.Ltd. ,375500.KO,South Korea,Construction and Engineering,924,6018,42
EirGenix Inc. ,6589.TWO,Taiwan,Life Sciences Tools and Services,923,37,305
Ricoh Leasing Company Ltd. ,8566.TSE,Japan,Specialized Finance,922,2075,31
Ardentec Corporation ,3264.TWO,Taiwan,Semiconductors,920,467,474
Evergreen Steel Corp. ,2211.TW,Taiwan,Steel,920,345,417
SK Networks Company Limited ,001740.KO,South Korea,Trading Companies and Distributors,919,7327,204
Paramount Bed Holdings Co. Ltd. ,7817.TSE,Japan,Health Care Equipment,918,696,58
Star Asia Investment Corporation ,3468.TSE,Japan,Diversified REITs,918,100,2
Kura SushiInc. ,2695.TSE,Japan,Restaurants,917,1431,40
Mitsuboshi Belting Ltd. ,5192.TSE,Japan,Industrial Machinery and Supplies and Components,916,573,28
GC Biopharma Corp. ,006280.KO,South Korea,Biotechnology,916,1255,11
JTOWER Inc. ,4485.TSE,Japan,Integrated Telecommunication Services,912,43,22
Daejoo Electronic Materials Co. Ltd. ,078600.KQ,South Korea,Electronic Components,912,122,15
Wemade Co.Ltd. ,112040.KQ,South Korea,Interactive Home Entertainment,911,362,34
Fuso Chemical Co.Ltd. ,4368.TSE,Japan,Specialty Chemicals,911,447,35
Kato Sangyo Co. Ltd. ,9869.TSE,Japan,Food Distributors,911,7484,34
Hyosung Corporation ,004800.KO,South Korea,Industrial Conglomerates,910,2727,20
Mezzion Pharma Co.Ltd. ,140410.KQ,South Korea,Pharmaceuticals,908,24,30
Global Brands Manufacture Ltd. ,6191.TW,Taiwan,Electronic Components,906,750,471
Nippon Densetsu Kogyo Co. Ltd. ,1950.TSE,Japan,Construction and Engineering,904,1212,62
KOMEDA Holdings Co. Ltd. ,3543.TSE,Japan,Restaurants,903,282,46
SIMMTECH Co. Ltd. ,222800.KQ,South Korea,Semiconductor Materials and Equipment,901,957,32
Ferrotec Holdings Corporation ,6890.TSE,Japan,Semiconductor Materials and Equipment,901,1519,47
Lotte Chilsung Beverage Co. Ltd. ,005300.KO,South Korea,Soft Drinks and Non-alcoholic Beverages,896,2224,10
Chudenko Corporation ,1941.TSE,Japan,Construction and Engineering,895,1322,55
POSCO M-TECH Co. Ltd. ,009520.KQ,South Korea,Steel,893,246,42
Tsuburaya Fields Holdings Inc. ,2767.TSE,Japan,Leisure Products,892,963,65
H.I.S. Co. Ltd. ,9603.TSE,Japan,Hotels Resorts and Cruise Lines,889,1455,74
Maruha Nichiro Corporation ,1333.TSE,Japan,Packaged Foods and Meats,886,7184,51
Universal Vision Biotechnology Co. Ltd. ,3218.TWO,Taiwan,Health Care Services,884,125,85
Kaken Pharmaceutical Co. Ltd. ,4521.TSE,Japan,Pharmaceuticals,884,505,38
Future Corporation ,4722.TSE,Japan,IT Consulting and Other Services,883,388,89
Flexium Interconnect Inc. ,6269.TW,Taiwan,Electronic Components,882,1267,323
Ichigo Office REIT Investment Corporation ,8975.TSE,Japan,Office REITs,882,148,2
Waffer Technology Corporation ,6235.TW,Taiwan,Industrial Machinery and Supplies and Components,881,163,193
Hokkoku Financial Holdings Inc. ,7381.TSE,Japan,Regional Banks,881,427,24
West Holdings Corporation ,1407.TSE,Japan,Renewable Electricity,881,323,41
HK inno.N Corporation ,195940.KQ,South Korea,Pharmaceuticals,880,585,28
GS Engineering & Construction Corporation ,006360.KO,South Korea,Construction and Engineering,879,10541,85
Silicon Integrated Systems Corp. ,2363.TW,Taiwan,Semiconductors,879,5,750
ROYAL HOLDINGS Co. Ltd. ,8179.TSE,Japan,Restaurants,879,838,49
Max Co. Ltd. ,6454.TSE,Japan,Industrial Machinery and Supplies and Components,878,589,47
Ohsho Food Service Corp. ,9936.TSE,Japan,Restaurants,873,657,19
CJ ENM CO. Ltd. ,035760.KQ,South Korea,Movies and Entertainment,872,3523,21
Toho Titanium Co. Ltd. ,5727.TSE,Japan,Diversified Metals and Mining,870,529,71
USEN-NEXT HOLDINGS Co.Ltd. ,9418.TSE,Japan,Alternative Carriers,869,1899,39
T. Hasegawa Co. Ltd. ,4958.TSE,Japan,Specialty Chemicals,869,448,41
Caliway Biopharmaceuticals Co. Ltd. ,6919.TWO,Taiwan,Pharmaceuticals,869,1,62
Nihon Parkerizing Co. Ltd. ,4095.TSE,Japan,Specialty Chemicals,869,834,115
M31 Technology Corporation ,6643.TWO,Taiwan,Semiconductors,867,47,35
Adastria Co. Ltd. ,2685.TSE,Japan,Apparel Retail,866,1811,46
Nitto Boseki Co. Ltd. ,3110.TSE,Japan,Building Products,865,581,36
Nojima Corporation ,7419.TSE,Japan,Computer and Electronics Retail,865,4581,98
Hyundai Bioscience Co. Ltd. ,048410.KQ,South Korea,Personal Care Products,864,8,40
Kolmar Korea Co. Ltd. ,161890.KO,South Korea,Personal Care Products,863,1549,23
Charoen Pokphand Enterprise (Taiwan) Co. Ltd. ,1215.TW,Taiwan,Packaged Foods and Meats,862,949,295
ISU Specialty Chemical Co. Ltd. ,457190.KO,South Korea,Specialty Chemicals,862,-,6
Takara Standard Co.Ltd. ,7981.TSE,Japan,Building Products,860,1593,69
Japan Securities Finance Co. Ltd. ,8511.TSE,Japan,Specialized Finance,860,312,86
YG Entertainment Inc. ,122870.KQ,South Korea,Movies and Entertainment,859,422,19
Chief Telecom Inc. ,6561.TWO,Taiwan,Alternative Carriers,856,101,78
Auras Technology Co. Ltd. ,3324.TWO,Taiwan,Technology Hardware Storage and Peripherals,853,406,86
Ta Ya Electric Wire & Cable Co. Ltd. ,1609.TW,Taiwan,Electrical Components and Equipment,850,821,712
Visual Photonics Epitaxy Co. Ltd. ,2455.TW,Taiwan,Semiconductor Materials and Equipment,850,65,185
Funai Soken Holdings Incorporated ,9757.TSE,Japan,Research and Consulting Services,849,185,49
President Securities Corporation ,2855.TW,Taiwan,Investment Banking and Brokerage,848,246,1456
Formosa International Hotels Corporation ,2707.TW,Taiwan,Hotels Resorts and Cruise Lines,847,208,127
Pegavision Corporation ,6491.TW,Taiwan,Health Care Supplies,846,208,70
ChipMOS TECHNOLOGIES INC. ,8150.TW,Taiwan,Semiconductors,845,641,727
Chong Kun Dang Pharmaceutical Corp. ,185750.KO,South Korea,Pharmaceuticals,841,1171,12
Marketech International Corp. ,6196.TW,Taiwan,Semiconductor Materials and Equipment,841,1809,196
KYB Corporation ,7242.TSE,Japan,Automotive Parts and Equipment,841,3030,25
Microbio Co. Ltd. ,4128.TWO,Taiwan,Personal Care Products,840,51,560
Sosei Group Corporation ,4565.TSE,Japan,Pharmaceuticals,840,106,82
Toyo Ink SC Holdings Co. Ltd. ,4634.TSE,Japan,Specialty Chemicals,839,2178,53
FuSheng Precision Co. Ltd. ,6670.TW,Taiwan,Leisure Products,838,943,133
Taiwan Surface Mounting Technology Corp. ,6278.TW,Taiwan,Electronic Components,835,1814,292
CHANGE HoldingsInc. ,3962.TSE,Japan,IT Consulting and Other Services,835,155,72
DAIHEN Corporation ,6622.TSE,Japan,Heavy Electrical Equipment,835,1272,25
EnTie Commercial Bank Co. Ltd. ,2849.TW,Taiwan,Diversified Banks,833,96,1958
Shoei Co. Ltd. ,7839.TSE,Japan,Automotive Parts and Equipment,833,224,54
Tokai Tokyo Financial Holdings Inc. ,8616.TSE,Japan,Investment Banking and Brokerage,832,502,249
Aichi Financial Group Inc. ,7389.TSE,Japan,Regional Banks,831,504,49
Takuma Co. Ltd. ,6013.TSE,Japan,Industrial Machinery and Supplies and Components,831,979,80
Shinsung Delta Tech Co.Ltd. ,065350.KQ,South Korea,Electrical Components and Equipment,828,626,27
Systex Corporation ,6214.TW,Taiwan,IT Consulting and Other Services,826,1100,251
Dongwon Industries Co. Ltd. ,006040.KO,South Korea,Packaged Foods and Meats,824,6905,36
L&K Engineering Co. Ltd. ,6139.TW,Taiwan,Diversified Support Services,823,1247,226
Autobacs Seven Co. Ltd. ,9832.TSE,Japan,Automotive Retail,823,1667,78
China Steel Chemical Corporation ,1723.TW,Taiwan,Specialty Chemicals,815,302,232
Zojirushi Corporation ,7965.TSE,Japan,Household Appliances,815,601,68
Sigurd Microelectronics Corporation ,6257.TW,Taiwan,Semiconductors,814,522,457
Innodisk Corporation ,5289.TWO,Taiwan,Technology Hardware Storage and Peripherals,814,290,88
TOKAI Holdings Corporation ,3167.TSE,Japan,Industrial Conglomerates,812,1607,131
Ton Yi Industrial Corp. ,9907.TW,Taiwan,Metal Glass and Plastic Containers,809,1275,1579
Mizuno Corporation ,8022.TSE,Japan,Leisure Products,807,1543,26
O-Bank Co. Ltd. ,2897.TW,Taiwan,Diversified Banks,807,391,2732
Solus Advanced Materials Co. Ltd. ,336370.KO,South Korea,Electronic Components,805,344,45
Noritsu Koki Co. Ltd. ,7744.TSE,Japan,Industrial Conglomerates,805,577,36
Mochida Pharmaceutical Co. Ltd. ,4534.TSE,Japan,Pharmaceuticals,804,694,36
ASROCK Incorporation ,3515.TW,Taiwan,Technology Hardware Storage and Peripherals,803,544,122
Ecopro Hn. Co. Ltd. ,383310.KQ,South Korea,Environmental and Facilities Services,801,202,15
transcosmos inc. ,9715.TSE,Japan,Data Processing and Outsourced Services,800,2556,38
Imperial Hotel Ltd. ,9708.TSE,Japan,Hotels Resorts and Cruise Lines,800,324,119
HANA Micron Inc. ,067310.KQ,South Korea,Semiconductors,800,701,43
Okaya & Co. Ltd. ,7485.NSE,Japan,Steel,792,7199,10
Cyber Power Systems Inc. ,3617.TW,Taiwan,Electrical Components and Equipment,791,370,88
BELLSYSTEM24 Holdings Inc. ,6183.TSE,Japan,Data Processing and Outsourced Services,791,1118,74
Sumitomo Riko Company Limited ,5191.TSE,Japan,Automotive Parts and Equipment,789,3938,104
Phihong Technology Co. Ltd. ,2457.TW,Taiwan,Electrical Components and Equipment,789,437,431
Kohnan Shoji Co. Ltd. ,7516.TSE,Japan,Home Improvement Retail,788,3169,30
ITE Tech. Inc ,3014.TW,Taiwan,Semiconductors,785,169,161
Iino Kaiun Kaisha Ltd. ,9119.TSE,Japan,Marine Transportation,781,972,106
Lotte Tour Development Co. Ltd. ,032350.KO,South Korea,Hotels Resorts and Cruise Lines,780,164,76
Global One Real Estate Investment Corp. ,8958.TSE,Japan,Office REITs,779,100,1
Nissan Shatai Co. Ltd. ,7222.TSE,Japan,Automobile Manufacturers,779,2231,136
CANARIABIO Inc. ,016790.KQ,South Korea,Agricultural Products and Services,778,132,173
DukSan Neolux Co.Ltd ,213420.KQ,South Korea,Semiconductors,777,127,25
Hankook & Company Co. Ltd. ,000240.KO,South Korea,Automotive Parts and Equipment,776,753,95
Valor Holdings Co. Ltd. ,9956.TSE,Japan,Food Retail,776,5323,54
Toyo Construction Co. Ltd. ,1890.TSE,Japan,Construction and Engineering,776,1211,94
AAEON Technology Inc. ,6579.TW,Taiwan,Technology Hardware Storage and Peripherals,774,266,160
Cathay No.1 REIT (01002.TW),01002.TW,Taiwan,Diversified REITs,772,25,1393
Huaku Development Co. Ltd. ,2548.TW,Taiwan,Real Estate Development,772,271,277
Yokogawa Bridge Holdings Corp. ,5911.TSE,Japan,Construction and Engineering,771,1174,41
Pan German Universal Motors Ltd. ,2247.TW,Taiwan,Automotive Retail,771,1571,81
Kintetsu Department Store Co. Ltd. ,8244.TSE,Japan,Broadline Retail,770,786,40
ispace inc. ,9348.TSE,Japan,Aerospace and Defense,769,7,82
Shinkong Synthetic Fibers Corporation ,1409.TW,Taiwan,Commodity Chemicals,767,1271,1614
Financial Products Group Co. Ltd. ,7148.TSE,Japan,Specialized Finance,767,413,85
Shin Kong No. 1 REIT (01003.TW),01003.TW,Taiwan,Diversified REITs,764,25,1130
OSAKA Titanium technologies Co.Ltd. ,5726.TSE,Japan,Diversified Metals and Mining,764,324,37
Chung Hwa Pulp Corporation ,1905.TW,Taiwan,Paper Products,763,719,1087
CHA Biotech Co. Ltd. ,085660.KQ,South Korea,Health Care Facilities,762,699,56
Dongwha Enterprise Co.Ltd ,025900.KQ,South Korea,Forest Products,760,766,18
Plus Alpha Consulting Co.Ltd. ,4071.TSE,Japan,Application Software,760,55,42
LX International Corp. ,001120.KO,South Korea,Trading Companies and Distributors,758,12119,36
Tainan Spinning Co. Ltd. ,1440.TW,Taiwan,Textiles,756,676,1657
Toyo Tanso Co. Ltd. ,5310.TSE,Japan,Electrical Components and Equipment,755,326,21
DEAR U Co. LTD. ,376300.KQ,South Korea,Application Software,754,47,24
Ai Holdings Corporation ,3076.TSE,Japan,Electronic Equipment and Instruments,752,321,47
MITSUI-SOKO HOLDINGS Co. Ltd. ,9302.TSE,Japan,Air Freight and Logistics,751,1994,25
WON TECH Co.Ltd. ,336570.KQ,South Korea,Health Care Equipment,748,79,88
Episil Technologies Inc. ,3707.TWO,Taiwan,Semiconductors,747,263,333
Tokyotokeiba Co.Ltd. ,9672.TSE,Japan,Leisure Facilities,746,250,27
Samty Co. Ltd. ,3244.TSE,Japan,Diversified Real Estate Activities,746,1128,47
Torii Pharmaceutical Co. Ltd. ,4551.TSE,Japan,Pharmaceuticals,744,356,28
Medigen Vaccine Biologics Corporation ,6547.TWO,Taiwan,Biotechnology,742,1,328
Grand Korea Leisure Co. Ltd. ,114090.KO,South Korea,Casinos and Gaming,742,286,62
Shinfox Energy Co. Ltd. ,6806.TW,Taiwan,Renewable Electricity,742,176,216
Wafer Works Corporation ,6182.TWO,Taiwan,Semiconductor Materials and Equipment,741,378,542
Seegene Inc. ,096530.KQ,South Korea,Biotechnology,740,341,47
Earth Corporation ,4985.TSE,Japan,Household Products,740,1061,22
MCJ Co. Ltd. ,6670.TSE,Japan,Technology Hardware Storage and Peripherals,739,1286,98
United Renewable Energy Co. Ltd. ,3576.TW,Taiwan,Semiconductors,737,573,1609
NAGAWA Co. Ltd. ,9663.TSE,Japan,Homebuilding,734,220,16
Tokyo Electron Device Limited ,2760.TSE,Japan,Technology Distributors,732,1720,30
WinWay Technology Co. Ltd. ,6515.TW,Taiwan,Semiconductor Materials and Equipment,732,170,35
Mercuries Life Insurance Company Ltd. ,2867.TW,Taiwan,Life and Health Insurance,731,2618,4600
Joyful Honda Co.Ltd. ,3191.TSE,Japan,Home Improvement Retail,728,914,62
JVCKENWOOD Corporation ,6632.TSE,Japan,Consumer Electronics,728,2424,154
LOTTE rental co.ltd. ,089860.KO,South Korea,Passenger Ground Transportation,727,2139,37
LegoChem Biosciences Inc. ,141080.KQ,South Korea,Life Sciences Tools and Services,725,27,27
San-Ai Obbli Co. Ltd. ,8097.TSE,Japan,Oil and Gas Refining and Marketing,725,4454,66
Gloria Material Technology Corp. ,5009.TWO,Taiwan,Steel,725,434,514
Hana Materials Inc. ,166090.KQ,South Korea,Semiconductor Materials and Equipment,725,244,20
Token Corporation ,1766.TSE,Japan,Homebuilding,724,2272,13
Allied Supreme Corp. ,4770.TW,Taiwan,Specialty Chemicals,724,203,80
Nohmi Bosai Ltd. ,6744.TSE,Japan,Electronic Equipment and Instruments,723,739,60
Dynamic Holding Co. Ltd. ,3715.TW,Taiwan,Electronic Components,723,480,278
SK oceanplant Co.Ltd ,100090.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,722,629,53
TKP Corporation ,3479.TSE,Japan,Real Estate Operating Companies,720,332,42
BML Inc. ,4694.TSE,Japan,Health Care Services,719,1067,39
Shin-Etsu Polymer Co.Ltd. ,7970.TSE,Japan,Commodity Chemicals,719,758,81
Quanta Storage Inc. ,6188.TWO,Taiwan,Technology Hardware Storage and Peripherals,718,366,278
Musashi Seimitsu Industry Co. Ltd. ,7220.TSE,Japan,Automotive Parts and Equipment,718,2213,65
Grape King Bio Ltd ,1707.TW,Taiwan,Personal Care Products,718,337,148
Nichiha Corporation ,7943.TSE,Japan,Building Products,717,960,36
Yodogawa Steel Works Ltd. ,5451.TSE,Japan,Steel,716,1478,29
NEXON Games Co. Ltd. ,225570.KQ,South Korea,Interactive Home Entertainment,714,140,64
Lotte Wellfood Co.Ltd ,280360.KO,South Korea,Packaged Foods and Meats,713,3136,9
Foosung Co. Ltd. ,093370.KO,South Korea,Commodity Chemicals,712,452,94
Nippon Light Metal Holdings Company Ltd. ,5703.TSE,Japan,Aluminum,711,3570,62
Yankey Engineering Co. Ltd. ,6691.TW,Taiwan,Construction and Engineering,709,506,87
Systena Corporation ,2317.TSE,Japan,Application Software,708,523,387
Mitsubishi Pencil Co. Ltd. ,7976.TSE,Japan,Office Services and Supplies,708,494,54
Roland Corporation ,7944.TSE,Japan,Leisure Products,708,684,25
Tama Home Co. Ltd. ,1419.TSE,Japan,Homebuilding,707,1833,29
Johnson Health Tech .Co. Ltd. ,1736.TW,Taiwan,Leisure Products,707,1129,303
Yamazen Corporation ,8051.TSE,Japan,Trading Companies and Distributors,707,3599,89
EIZO Corporation ,6737.TSE,Japan,Technology Hardware Storage and Peripherals,707,564,21
Kinpo Electronics Inc. ,2312.TW,Taiwan,Technology Hardware Storage and Peripherals,706,5730,1477
HAESUNG DS Co. Ltd. ,195870.KO,South Korea,Semiconductor Materials and Equipment,705,604,17
NOMURA Co. Ltd. ,9716.TSE,Japan,Research and Consulting Services,704,813,111
Fulgent Sun International (Holding) Co. Ltd. ,9802.TW,Taiwan,Footwear,703,742,190
TTET Union Corporation ,1232.TW,Taiwan,Packaged Foods and Meats,703,799,160
Bengo4.comInc. ,6027.TSE,Japan,Interactive Media and Services,703,63,22
Konoike Transport Co.Ltd. ,9025.TSE,Japan,Air Freight and Logistics,702,2160,53
Hiday Hidaka Corp. ,7611.TSE,Japan,Restaurants,701,296,38
ECOVE Environment Corp. ,6803.TWO,Taiwan,Environmental and Facilities Services,700,242,71
