symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
8046.TW,Nan Ya Printed Circuit Board Corporation ,Taiwan,Electronic Components,5348,1848,646,646166016,TWD,"[tech-100]"
7752.TSE,Ricoh Company Ltd. ,Japan,Technology Hardware Storage and Peripherals,5330,15281,609,609075008,JPY,"[]"
3626.TSE,TIS Inc. ,Japan,IT Consulting and Other Services,5321,3595,240,240320000,JPY,"[]"
1911.TSE,Sumitomo Forestry Co. Ltd. ,Japan,Homebuilding,5269,11781,205,204536000,JPY,"[]"
6724.TSE,Seiko Epson Corporation ,Japan,Technology Hardware Storage and Peripherals,5264,9318,332,331516000,JPY,"[]"
6967.TSE,Shinko Electric Industries Co. Ltd. ,Japan,Semiconductors,5237,1772,135,135106000,JPY,"[]"
2633.TW,Taiwan High Speed Rail Corporation ,Taiwan,Highways and Railtracks,5235,1474,5628,5628290048,TWD,"[]"
3064.TSE,MonotaRO Co. Ltd. ,Japan,Trading Companies and Distributors,5225,1663,497,496889984,JPY,"[]"
3462.TSE,Nomura Real Estate Master Fund Inc. ,Japan,Diversified REITs,5193,580,5,4715200,JPY,"[]"
259960.KO,KRAFTON Inc. ,South Korea,Interactive Home Entertainment,5132,1392,46,46212100,KRW,"[consumer-50]"
4704.TSE,Trend Micro Incorporated ,Japan,Systems Software,5125,1646,135,135428000,JPY,"[tech-100]"
5831.TSE,Shizuoka Financial GroupInc. ,Japan,Regional Banks,4634,1643,555,554427008,JPY,"[]"
4005.TSE,Sumitomo Chemical Company Limited ,Japan,Diversified Chemicals,4503,18566,1636,1635960064,JPY,"[]"
028050.KO,Samsung Engineering Co. Ltd. ,South Korea,Construction and Engineering,4376,8137,196,196000000,KRW,"[]"
6409.TW,Voltronic Power Technology Corp. ,Taiwan,Electrical Components and Equipment,4319,706,88,87746000,TWD,"[]"
4922.TSE,KOSÉ Corporation ,Japan,Personal Care Products,4173,2095,57,57050500,JPY,"[consumer-50]"
9008.TSE,Keio Corporation ,Japan,Rail Transportation,4161,2464,122,122110000,JPY,"[]"
2324.TW,Compal Electronics Inc. ,Taiwan,Technology Hardware Storage and Peripherals,4154,31861,4357,4357130240,TWD,"[]"
6448.TSE,Brother Industries Ltd. ,Japan,Technology Hardware Storage and Peripherals,4106,5643,256,255584000,JPY,"[]"
3769.TSE,GMO Payment Gateway Inc. ,Japan,Transaction and Payment Processing Services,4073,417,76,75842600,JPY,"[]"
377300.KO,Kakao Pay Corp. ,South Korea,Transaction and Payment Processing Services,4033,421,134,133905000,KRW,"[]"
3405.TSE,Kuraray Co. Ltd. ,Japan,Commodity Chemicals,4032,5390,335,334758016,JPY,"[]"
2474.TW,Catcher Technology Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,3856,826,680,680364032,TWD,"[]"
302440.KO,SK bioscience Co.Ltd. ,South Korea,Biotechnology,3836,534,77,76784000,KRW,"[]"
8303.TSE,SBI Shinsei Bank Limited ,Japan,Regional Banks,3796,2576,205,204144992,JPY,"[]"
307950.KO,Hyundai Autoever Corporation ,South Korea,IT Consulting and Other Services,3777,2266,27,27423100,KRW,"[]"
241560.KO,Doosan Bobcat Inc. ,South Korea,Construction Machinery and Heavy Transportation Equipment,3770,7471,100,100153000,KRW,"[]"
8136.TSE,Sanrio Company Ltd. ,Japan,Other Specialty Retail,3765,547,81,80667104,JPY,"[]"
8454.TW,momo.com Inc. ,Taiwan,Broadline Retail,3747,3423,240,240340000,TWD,"[consumer-50]"
2181.TSE,Persol Holdings Co. Ltd. ,Japan,Human Resource and Employment Services,3746,8774,2275,2289479936,JPY,"[]"
271560.KO,ORION Corp. ,South Korea,Packaged Foods and Meats,3743,2255,40,39528800,KRW,"[]"
8572.TSE,Acom Co. Ltd. ,Japan,Consumer Finance,3712,1924,1567,1566610048,JPY,"[consumer-50]"
018880.KO,Hanon Systems ,South Korea,Automotive Parts and Equipment,3710,7069,534,533668000,KRW,"[]"
004020.KO,Hyundai Steel Company ,South Korea,Steel,3694,20126,132,132394000,KRW,"[]"
7731.TSE,Nikon Corporation ,Japan,Consumer Electronics,3677,4431,346,346172992,JPY,"[consumer-50]"
8227.TSE,SHIMAMURA Co. Ltd. ,Japan,Apparel Retail,3638,4543,37,36752000,JPY,"[consumer-50]"
4816.TSE,Toei Animation Co.Ltd. ,Japan,Movies and Entertainment,3611,618,41,40887600,JPY,"[entertainment-100]"
3141.TSE,Welcia Holdings Co. Ltd. ,Japan,Drug Retail,3594,8409,207,209231008,JPY,"[consumer-50]"
161390.KO,Hankook Tire & Technology Co. Ltd. ,South Korea,Tires and Rubber,3565,6781,122,121989000,KRW,"[]"
3036.TW,WT Microelectronics Co. Ltd. ,Taiwan,Technology Distributors,3538,17668,1022,886796992,TWD,"[]"
3481.TW,Innolux Corporation ,Taiwan,Electronic Components,3522,6308,8625,9035650048,TWD,"[tech-100]"
047810.KO,Korea Aerospace Industries Ltd. ,South Korea,Aerospace and Defense,3511,2111,98,97475104,KRW,"[]"
4385.TSE,Mercari Inc. ,Japan,Broadline Retail,3504,1190,163,162464992,JPY,"[consumer-50]"
1808.TSE,HASEKO Corporation ,Japan,Homebuilding,3496,7311,273,272511008,JPY,"[]"
6526.TSE,Socionext Inc. ,Japan,Semiconductors,3479,1482,36,0,JPY,"[]"
097950.KO,CJ Cheiljedang Corporation ,South Korea,Packaged Foods and Meats,3461,22682,16,14696900,KRW,"[]"
267250.KO,HD Hyundai Co. Ltd. ,South Korea,Oil and Gas Refining and Marketing,3458,49120,71,70668400,KRW,"[]"
4967.TSE,Kobayashi Pharmaceutical Co. Ltd. ,Japan,Personal Care Products,3453,1166,76,76128000,JPY,"[consumer-50]"
6770.TW,Powerchip Semiconductor Manufacturing Corp. ,Taiwan,Semiconductors,3355,1797,4069,4069149952,TWD,"[]"
2347.TW,Synnex Technology International Corporation ,Taiwan,Technology Distributors,3320,12958,1668,1667949952,TWD,"[]"
5021.TSE,Cosmo Energy Holdings Co. Ltd. ,Japan,Oil and Gas Refining and Marketing,3190,18937,87,87365104,JPY,"[]"
6302.TSE,Sumitomo Heavy Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,3179,8470,123,122495000,JPY,"[]"
5444.TSE,Yamato Kogyo Co. Ltd. ,Japan,Steel,3144,1217,64,64678900,JPY,"[]"
3044.TW,Tripod Technology Corporation ,Taiwan,Electronic Components,3142,1910,526,525606016,TWD,"[tech-100]"
2344.TW,Winbond Electronics Corporation ,Taiwan,Semiconductors,3127,2493,3980,3980000000,TWD,"[]"
4733.TSE,OBIC Business Consultants Co. Ltd. ,Japan,Application Software,3070,239,75,75172000,JPY,"[tech-100]"
5901.TSE,Toyo Seikan Group Holdings Ltd. ,Japan,Metal Glass and Plastic Containers,3011,6334,182,180206000,JPY,"[]"
2433.TSE,Hakuhodo DY Holdings Inc ,Japan,Advertising,2998,6895,367,366920000,JPY,"[]"
8088.TSE,Iwatani Corporation ,Japan,Oil and Gas Storage and Transportation,2985,6255,58,57524500,JPY,"[]"
1944.TSE,Kinden Corporation ,Japan,Construction and Engineering,2983,4195,203,203124000,JPY,"[]"
9048.TSE,Nagoya Railroad Co. Ltd. ,Japan,Rail Transportation,2964,3924,197,196528992,JPY,"[]"
7167.TSE,Mebuki Financial GroupInc. ,Japan,Regional Banks,2956,1970,1038,1038510016,JPY,"[]"
8804.TSE,Tokyo Tatemono Co. Ltd. ,Japan,Diversified Real Estate Activities,2915,2176,209,208892000,JPY,"[]"
4516.TSE,Nippon Shinyaku Co. Ltd. ,Japan,Pharmaceuticals,2871,1007,67,67353504,JPY,"[]"
9045.TSE,Keihan Holdings Co. Ltd. ,Japan,Industrial Conglomerates,2868,1808,107,107205000,JPY,"[]"
5483.TWO,Sino-American Silicon Products Inc. ,Taiwan,Semiconductor Materials and Equipment,2858,2697,586,586222016,TWD,"[tech-100,semiconductors-25]"
2871.TSE,Nichirei Corporation ,Japan,Packaged Foods and Meats,2855,4635,128,127724000,JPY,"[]"
5838.TSE,Rakuten Bank Ltd. ,Japan,Diversified Banks,2842,793,175,0,JPY,"[]"
8359.TSE,The Hachijuni Bank Ltd. ,Japan,Regional Banks,2825,1165,494,494132000,JPY,"[]"
9468.TSE,Kadokawa Corporation ,Japan,Publishing,2788,1729,138,139058000,JPY,"[]"
2352.TW,Qisda Corporation ,Taiwan,Technology Hardware Storage and Peripherals,2727,7018,1967,1966780032,TWD,"[]"
4751.TSE,CyberAgent Inc. ,Japan,Advertising,2652,4919,506,506148000,JPY,"[]"
5076.TSE,INFRONEER Holdings Inc. ,Japan,Construction and Engineering,2624,4983,251,261260992,JPY,"[]"
7988.TSE,Nifco Inc. ,Japan,Automotive Parts and Equipment,2600,2332,100,100190000,JPY,"[]"
6923.TSE,Stanley Electric Co. Ltd. ,Japan,Automotive Parts and Equipment,2579,3157,162,164028992,JPY,"[]"
4743.TWO,Oneness Biotech Co. Ltd. ,Taiwan,Pharmaceuticals,2450,2,452,452145984,TWD,"[]"
029780.KO,Samsung Card Co. Ltd. ,South Korea,Consumer Finance,2398,-186,107,106711000,KRW,"[consumer-50]"
6028.TSE,TechnoPro Holdings Inc. ,Japan,Human Resource and Employment Services,2346,1382,107,106931000,JPY,"[]"
6856.TSE,HORIBA Ltd. ,Japan,Electronic Equipment and Instruments,2295,1980,42,42253500,JPY,"[tech-100]"
8233.TSE,Takashimaya Company Limited ,Japan,Broadline Retail,2293,3204,158,157732000,JPY,"[consumer-50]"
7240.TSE,NOK Corporation ,Japan,Automotive Parts and Equipment,2291,4931,170,169458000,JPY,"[]"
5803.TSE,Fujikura Ltd. ,Japan,Electrical Components and Equipment,2256,5642,276,275801984,JPY,"[]"
6141.TSE,DMG Mori Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,2193,3500,125,125481000,JPY,"[]"
9831.TSE,Yamada Holdings Co. Ltd. ,Japan,Computer and Electronics Retail,2144,10986,690,708369024,JPY,"[consumer-50]"
3292.TSE,AEON REIT Investment Corporation ,Japan,Retail REITs,2070,288,2,2044470,JPY,"[]"
1414.TSE,SHO-BOND Holdings Co.Ltd. ,Japan,Construction and Engineering,2066,580,52,52628900,JPY,"[]"
006260.KO,LS Corp. ,South Korea,Electrical Components and Equipment,2059,17023,28,27458600,KRW,"[]"
6952.TSE,Casio Computer Co.Ltd. ,Japan,Consumer Electronics,1949,1835,224,231788992,JPY,"[consumer-50]"
1795.TW,Lotus Pharmaceutical Co. Ltd. ,Taiwan,Pharmaceuticals,1941,562,262,262040992,TWD,"[]"
2388.TW,VIA Technologies Inc. ,Taiwan,Semiconductors,1834,321,498,498383008,TWD,"[]"
6285.TW,Wistron NeWeb Corporation ,Taiwan,Communications Equipment,1792,3450,418,417425984,TWD,"[tech-100]"
007070.KO,GS Retail Co. Ltd. ,South Korea,Food Retail,1783,8733,102,102180000,KRW,"[consumer-50]"
3532.TW,Formosa Sumco Technology Corporation ,Taiwan,Semiconductor Materials and Equipment,1729,514,388,387848000,TWD,"[tech-100,semiconductors-25]"
3105.TWO,WIN Semiconductors Corp. ,Taiwan,Semiconductors,1698,457,424,423940000,TWD,"[]"
1860.TSE,Toda Corporation ,Japan,Construction and Engineering,1684,3781,310,309926016,JPY,"[]"
2201.TSE,Morinaga&Co. Ltd. ,Japan,Packaged Foods and Meats,1679,1374,46,45944100,JPY,"[]"
2838.TW,Union Bank of Taiwan ,Taiwan,Diversified Banks,1644,560,3979,3773750016,TWD,"[]"
4919.TW,Nuvoton Technology Corporation ,Taiwan,Semiconductors,1630,1215,420,419764992,TWD,"[]"
8425.TSE,Mizuho Leasing Company Limited ,Japan,Specialized Finance,1627,3732,48,48410700,JPY,"[]"
3387.TSE,create restaurants holdings inc. ,Japan,Restaurants,1619,921,210,210207008,JPY,"[]"
9616.TSE,Kyoritsu Maintenance Co. Ltd. ,Japan,Hotels Resorts and Cruise Lines,1599,1266,39,39000000,JPY,"[]"
3189.TW,Kinsus Interconnect Technology Corp. ,Taiwan,Semiconductor Materials and Equipment,1531,1099,455,454475008,TWD,"[tech-100,semiconductors-25]"
9917.TW,Taiwan Secom Co. Ltd. ,Taiwan,Security and Alarm Services,1464,519,443,442707008,TWD,"[]"
175330.KO,JB Financial Group Co. Ltd. ,South Korea,Diversified Banks,1429,1582,194,194344000,KRW,"[]"
4980.TSE,Dexerials Corporation ,Japan,Electronic Components,1382,693,55,58039000,JPY,"[tech-100]"
9793.TSE,Daiseki Co.Ltd. ,Japan,Environmental and Facilities Services,1329,449,49,49083700,JPY,"[]"
9958.TW,Century Iron and Steel Industrial Co.Ltd. ,Taiwan,Steel,1322,358,235,233296992,TWD,"[]"
9552.TSE,M&A Research Institute Holdings Inc. ,Japan,Investment Banking and Brokerage,1287,39,58,57982900,JPY,"[]"
011210.KO,HYUNDAI WIA Corporation ,South Korea,Automotive Parts and Equipment,1253,6612,27,26645800,KRW,"[]"
017800.KO,Hyundai Elevator Co. Ltd ,South Korea,Industrial Machinery and Supplies and Components,1243,1813,39,36028300,KRW,"[]"
6588.TSE,Toshiba Tec Corporation ,Japan,Technology Hardware Storage and Peripherals,1201,3623,53,55374500,JPY,"[]"
8957.TSE,Tokyu REIT Inc. ,Japan,Diversified REITs,1196,138,1,977600,JPY,"[]"
9783.TSE,Benesse Holdings Inc. ,Japan,Education Services,1186,2848,97,96484400,JPY,"[consumer-50]"
010060.KO,OCI Holdings Company Ltd. ,South Korea,Diversified Chemicals,1181,3674,16,19564000,KRW,"[]"
298040.KO,Hyosung Heavy Industries Corporation ,South Korea,Heavy Electrical Equipment,1168,3001,9,9311740,KRW,"[]"
5801.TSE,Furukawa Electric Co. Ltd. ,Japan,Electrical Components and Equipment,1163,7279,70,70394896,JPY,"[]"
2001.TSE,Nippn Corporation ,Japan,Packaged Foods and Meats,1141,2614,78,77964000,JPY,"[]"
2726.TSE,PAL GROUP Holdings CO. LTD. ,Japan,Apparel Retail,1111,1233,87,86823296,JPY,"[consumer-50]"
3863.TSE,Nippon Paper Industries Co. Ltd. ,Japan,Paper Products,1085,8129,115,115539000,JPY,"[]"
4045.TSE,Toagosei Co. Ltd. ,Japan,Diversified Chemicals,1064,1105,118,118045000,JPY,"[]"
4819.TSE,Digital Garage Inc. ,Japan,IT Consulting and Other Services,1063,156,45,44875500,JPY,"[]"
1227.TW,Standard Foods Corporation ,Taiwan,Packaged Foods and Meats,1062,911,908,908419968,TWD,"[]"
4480.TSE,Medley Inc. ,Japan,Health Care Technology,1062,124,32,32133700,JPY,"[]"
2270.TSE,MEGMILK SNOW BRAND Co.Ltd. ,Japan,Packaged Foods and Meats,1061,4102,68,67543400,JPY,"[]"
237690.KQ,ST Pharm Co.Ltd. ,South Korea,Life Sciences Tools and Services,1061,205,19,18656000,KRW,"[]"
6036.TSE,KeePer Technical Laboratory Co. Ltd. ,Japan,Specialty Chemicals,1058,118,27,27280200,JPY,"[]"
4665.TSE,Duskin Co. Ltd. ,Japan,Diversified Support Services,1048,1198,48,47994500,JPY,"[]"
9436.TSE,Okinawa Cellular Telephone Company ,Japan,Wireless Telecommunication Services,1046,534,49,48991600,JPY,"[]"
4041.TSE,Nippon Soda Co. Ltd. ,Japan,Diversified Chemicals,1044,1164,28,27884700,JPY,"[]"
5741.TSE,UACJ Corporation ,Japan,Aluminum,1043,6410,48,48221300,JPY,"[]"
8278.TSE,Fuji Co. Ltd. ,Japan,Food Retail,1042,5659,87,86682496,JPY,"[consumer-50]"
4443.TSE,Sansan Inc. ,Japan,Application Software,1042,183,126,125342000,JPY,"[tech-100]"
4348.TSE,Infocom Corporation ,Japan,Interactive Media and Services,1036,510,55,54791900,JPY,"[consumer-50,entertainment-100]"
2903.TW,Far Eastern Department Stores Ltd. ,Taiwan,Broadline Retail,1033,1193,1409,1408729984,TWD,"[consumer-50]"
1861.TSE,Kumagai Gumi Co.Ltd. ,Japan,Construction and Engineering,1031,2785,43,43451900,JPY,"[]"
069960.KO,Hyundai Department Store Co. Ltd. ,South Korea,Broadline Retail,1026,3813,22,21855200,KRW,"[consumer-50]"
4966.TSE,C.Uyemura & Co.Ltd. ,Japan,Specialty Chemicals,1013,575,16,16176300,JPY,"[]"
5253.TSE,COVER Corporation ,Japan,Movies and Entertainment,997,154,60,0,JPY,"[entertainment-100]"
2427.TSE,OUTSOURCING Inc. ,Japan,Human Resource and Employment Services,987,5344,126,126003000,JPY,"[]"
9933.TW,CTCI Corporation ,Taiwan,Construction and Engineering,981,3080,801,800361984,TWD,"[]"
073240.KO,Kumho Tire Co. Inc. ,South Korea,Tires and Rubber,976,2983,287,287260000,KRW,"[]"
353200.KO,DAEDUCK ELECTRONICS Co. Ltd. ,South Korea,Electronic Components,971,839,52,49416900,KRW,"[tech-100]"
3680.TWO,Gudeng Precision Industrial Co. Ltd. ,Taiwan,Semiconductor Materials and Equipment,944,155,88,85369000,TWD,"[tech-100,semiconductors-25]"
8276.TSE,Heiwado Co.Ltd. ,Japan,Food Retail,928,3036,52,52448500,JPY,"[consumer-50]"
2504.TW,Goldsun Building Materials Co. Ltd. ,Taiwan,Construction Materials,916,686,1177,1176880000,TWD,"[]"
6407.TSE,CKD Corporation ,Japan,Industrial Machinery and Supplies and Components,910,1068,67,66723400,JPY,"[]"
2421.TW,Sunonwealth Electric Machine Industry Co. Ltd. ,Taiwan,Industrial Machinery and Supplies and Components,908,443,251,250930000,TWD,"[]"
4996.TSE,Kumiai Chemical Industry Co. Ltd. ,Japan,Fertilizers and Agricultural Chemicals,907,1192,120,120159000,JPY,"[]"
6269.TSE,MODEC Inc. ,Japan,Oil and Gas Equipment and Services,880,2973,68,68307296,JPY,"[]"
2106.TW,Kenda Rubber Industrial Co. Ltd. ,Taiwan,Tires and Rubber,873,1144,955,954889984,TWD,"[]"
3254.TSE,Pressance Corporation ,Japan,Homebuilding,855,1116,69,69024800,JPY,"[]"
285130.KO,SK Chemicals Co.Ltd ,South Korea,Commodity Chemicals,845,1249,19,17222900,KRW,"[]"
8968.TSE,Fukuoka REIT Corporation ,Japan,Retail REITs,844,131,1,796000,JPY,"[]"
5232.TSE,Sumitomo Osaka Cement Co. Ltd. ,Japan,Construction Materials,844,1466,34,34253500,JPY,"[]"
8066.TSE,Mitani Corporation ,Japan,Trading Companies and Distributors,843,2230,89,91365600,JPY,"[]"
7278.TSE,EXEDY Corporation ,Japan,Automotive Parts and Equipment,841,2037,47,46954700,JPY,"[]"
039200.KQ,Oscotec Inc. ,South Korea,Pharmaceuticals,841,4,39,28101800,KRW,"[]"
3682.TW,Asia Pacific Telecom Co. Ltd. ,Taiwan,Integrated Telecommunication Services,838,393,4216,4215780096,TWD,"[]"
3592.TW,Raydium Semiconductor Corporation ,Taiwan,Semiconductors,836,530,76,75855200,TWD,"[]"
2281.TSE,Prima Meat Packers Ltd. ,Japan,Packaged Foods and Meats,835,3013,50,50251000,JPY,"[]"
140860.KQ,Park Systems Corp. ,South Korea,Electronic Equipment and Instruments,834,119,7,6660060,KRW,"[tech-100]"
3569.TSE,Seiren Co.Ltd. ,Japan,Automotive Parts and Equipment,832,927,54,53685200,JPY,"[]"
8996.TW,Kaori Heat Treatment Co. Ltd. ,Taiwan,Industrial Machinery and Supplies and Components,823,126,89,89384096,TWD,"[]"
8358.TSE,Suruga Bank Ltd. ,Japan,Regional Banks,822,477,188,219914000,JPY,"[]"
064760.KQ,Tokai Carbon Korea Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,816,204,12,11675000,KRW,"[tech-100,semiconductors-25]"
8210.TW,Chenbro Micom Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,815,316,121,120607000,TWD,"[]"
7512.TSE,Aeon Hokkaido Corporation ,Japan,Food Retail,811,2449,140,139224992,JPY,"[consumer-50]"
6146.TWO,Sporton International Inc. ,Taiwan,Research and Consulting Services,799,160,102,101867000,TWD,"[]"
056190.KQ,SFA Engineering Corporation ,South Korea,Industrial Machinery and Supplies and Components,794,1266,34,34930000,KRW,"[]"
4766.TW,Nan Pao Resins Chemical Co. Ltd. ,Taiwan,Specialty Chemicals,777,676,121,120570000,TWD,"[]"
2481.TW,Panjit International Inc. ,Taiwan,Semiconductors,760,399,382,382115008,TWD,"[]"
2384.TSE,SBS Holdings Inc. ,Japan,Air Freight and Logistics,749,3191,40,39717500,JPY,"[]"
003690.KO,Korean Reinsurance Company ,South Korea,Reinsurance,746,5941,123,122723000,KRW,"[]"
8050.TSE,Seiko Group Corporation ,Japan,Apparel Accessories and Luxury Goods,745,1808,41,41272300,JPY,"[consumer-50]"
2292.TSE,S Foods Inc. ,Japan,Packaged Foods and Meats,728,2911,32,31621100,JPY,"[]"
4569.TSE,KYORIN Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,711,806,57,57303900,JPY,"[]"
3260.TWO,ADATA Technology Co. Ltd. ,Taiwan,Semiconductors,691,977,264,263464992,TWD,"[]"
3487.TSE,CRE Logistics REIT Inc. ,Japan,Industrial REITs,685,69,1,564700,JPY,"[]"
6508.TSE,Meidensha Corporation ,Japan,Industrial Machinery and Supplies and Components,682,1927,45,45368500,JPY,"[]"
145720.KO,Dentium CO. LTD ,South Korea,Health Care Equipment,680,273,9,8623890,KRW,"[]"
101490.KQ,S&S Tech Corporation ,South Korea,Semiconductor Materials and Equipment,677,103,21,19114200,KRW,"[tech-100,semiconductors-25]"
2109.TSE,Mitsui DM Sugar Holdings Co. Ltd. ,Japan,Packaged Foods and Meats,676,1151,32,32423800,JPY,"[]"
1785.TWO,Solar Applied Materials Technology Corporation ,Taiwan,Specialty Chemicals,675,699,597,596606976,TWD,"[]"
064550.KQ,Bioneer Corporation ,South Korea,Biotechnology,669,174,26,22097400,KRW,"[]"
058610.KQ,SPG Co. Ltd. ,South Korea,Electrical Components and Equipment,668,306,22,20876200,KRW,"[]"
420770.KQ,GigaVis Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,666,94,13,0,KRW,"[tech-100,semiconductors-25]"
7433.TSE,Hakuto Co. Ltd. ,Japan,Technology Distributors,664,1540,19,18696200,JPY,"[]"
1949.TSE,Sumitomo Densetsu Co.Ltd. ,Japan,Construction and Engineering,662,1199,35,35405800,JPY,"[]"
4776.TSE,Cybozu Inc. ,Japan,Application Software,649,165,48,45878300,JPY,"[tech-100]"
3201.TSE,The Japan Wool Textile Co. Ltd. ,Japan,Textiles,645,787,71,70241504,JPY,"[]"
9519.TSE,RENOVA Inc. ,Japan,Renewable Electricity,621,240,79,78740000,JPY,"[]"
6719.TW,uPI Semiconductor Corp. ,Taiwan,Semiconductors,619,129,81,81030000,TWD,"[]"
8771.TSE,eGuarantee Inc. ,Japan,Specialized Finance,618,60,48,47514100,JPY,"[]"
2931.TSE,Euglena Co. Ltd. ,Japan,Personal Care Products,618,316,117,117040000,JPY,"[consumer-50]"
2492.TSE,Infomart Corporation ,Japan,Data Processing and Outsourced Services,616,83,227,226234000,JPY,"[]"
395400.KO,SK Reits Co. Ltd. ,South Korea,Diversified REITs,609,93,197,196554000,KRW,"[]"
069260.KO,TKG Huchems Co. Ltd. ,South Korea,Specialty Chemicals,598,947,38,38370900,KRW,"[]"
019170.KO,Shin Poong Pharm.Co.Ltd. ,South Korea,Pharmaceuticals,597,162,51,49271000,KRW,"[]"
348950.KO,JR Global REIT ,South Korea,Office REITs,593,87,197,197376000,KRW,"[]"
7177.TSE,GMO Financial Holdings Inc. ,Japan,Investment Banking and Brokerage,585,286,118,117989000,JPY,"[]"
2220.TSE,Kameda Seika Co.Ltd. ,Japan,Packaged Foods and Meats,580,650,21,21083700,JPY,"[]"
